f024081,unreachable,0,1572864000,34359738368,274877906944,CN,Asia,94,867755192483840,379402579,199
f0215461,reachable,50000000,256,34359738368,11373073399808,KR,Asia,94,8418135900160,20000000,200
f065200,reachable,200000000000,33554432,34359738368,1132256458440704,CN,Asia,94,1281309003481088,31271116,201
f01086762,unreachable,50000000,256,34359738368,45286135169024,KR,Asia,94,10307921510400,20000000,202
f065280,reachable,0,256,34359738368,1465752079040512,KR,Asia,94,1205305262211072,605072493,203
f034047,unreachable,50000000,1073741824,34359738368,232409270321152,CN,Asia,94,276630253600768,117101322,204
f01039327,unreachable,50000000,256,34359738368,34359738368,ID,Asia,94,309237645312,20000000,205
f08197,reachable,0,256,34359738368,80333068304384,CN,Asia,94,3985729650688,3663810930,206
f05316,reachable,1000000000000000000,134217728,34359738368,103079215104,HK,Asia,94,30958124269568,215828961090,207
f0878351,unreachable,50000000,256,34359738368,374658587164672,HK,Asia,93,303087252144128,20000000,208
f0839509,unreachable,50000000,256,34359738368,584321710686208,CN,Asia,93,755845524619264,20000000,209
f0152337,unreachable,0,256,68719476736,35216945120804864,US,North America,93,8096837986680832,0,210
f01241,reachable,1000000000000000000,134217728,34359738368,202035261603840,CN,Asia,93,238181706366976,256575625031,211
f021716,unreachable,0,1048576,34359738368,87892210745344,NZ,Oceania,93,89919435309056,106676082666,212
f089380,unreachable,0,256,34359738368,2044266993942528,DE,Europe,93,2094122974314496,119047,213
f010253,reachable,1000000000000000000,134217728,34359738368,68719476736,HK,Asia,93,16080357556224,222363051999,214
f025007,reachable,10000000000,57344,34359738368,18107582119936,KR,Asia,93,16011638079488,19322093236,215
f0157429,unreachable,50000000,256,34359738368,44220983279616,KR,Asia,93,20306605375488,20000000,216
f0218407,reachable,0,57344,34359738368,282230890954752,CN,Asia,93,167950401142784,879120,217
f053088,reachable,50000000,256,34359738368,22265110462464,CN,Asia,93,25769803776000,1443108273,218
f043376,reachable,100000000000,4294967296,34359738368,1098961871962112,KR,Asia,93,1506193491099648,12582312500,219
f03275,reachable,1000000000000000000,134217728,34359738368,116857470189568,HK,Asia,93,399535037743104,60294458410,220
f01221675,reachable,0,52428800,34359738368,1992864825344,KR,Asia,93,65695819759616,0,221
f02514,reachable,1000000000000000000,134217728,34359738368,1027253097988096,HK,Asia,93,1846732858064896,64166539865,222
f0118317,unreachable,50000000,256,34359738368,6012954214400,CN,Asia,93,278829276856320,0,223
f01198070,unreachable,50000000,256,68719476736,4260607557632,KR,Asia,92,3470333575168,20000000,224
f01125552,unreachable,50000000,256,68719476736,343597383680,KR,Asia,92,137438953472,20000000,225
f010405,reachable,10000000,256,34359738368,12884901888000,CN,Asia,92,10273561772032,4714999999,226
f066259,unreachable,0,256,34359738368,4769647081553920,DE,Europe,92,5511542552395776,0,227
f0393359,reachable,50000000,256,34359738368,34359738368,CN,Asia,92,34359738368,41250000,228
f0115108,unreachable,50000000,256,34359738368,18726057410560,KR,Asia,92,25323127177216,38503289,229
f01202106,unreachable,50000000,256,68719476736,1099511627776,KR,Asia,92,22883585753088,20000000,230
f023530,unreachable,0,256,34359738368,27048913756225536,CN,Asia,92,34924406308339712,578778135,231
f023876,unreachable,0,268435456,34359738368,3642132267008,CN,Asia,92,312845417840640,499226007,232
f01122113,unreachable,50000000,256,34359738368,4260607557632,JP,Asia,92,3676492005376,20000000,233
f01210794,reachable,50000000,256,34359738368,206158430208,CN,Asia,92,342222994145280,20000000,234
f019002,unreachable,0,1073741824,34359738368,9152369149345792,CN,Asia,91,6236773550129152,0,235
f0242152,reachable,10000000000,57344,34359738368,1099511627776,KR,Asia,91,1752346656768,170141111111,236
f0226073,unreachable,50000000,256,34359738368,687194767360,CN,Asia,91,652835028992,10001907,237
f01681808,unreachable,0,34359738368,34359738368,1649267441664,BE,Europe,91,83940840833024,0,238
f0133886,unreachable,5000000000000000000,4294967296,68719476736,3367254360064,CN,Asia,91,224059853897728,500000000,239
f029344,reachable,0,67108864,34359738368,927712935936,KR,Asia,91,10170482556928,100000000000,240
f01202111,reachable,50000000,256,68719476736,20272245637120,KR,Asia,91,58548994179072,20000000,241
f053229,unreachable,0,256,34359738368,63462436765696,DE,Europe,91,9469303376052224,0,242
f097720,unreachable,50000000,256,34359738368,18004502904832,KR,Asia,91,31473520345088,1877262931,243
f097214,unreachable,50000000,256,34359738368,29377576304640,KR,Asia,91,19619410608128,6644490740,244
f0747617,unreachable,0,1048576,68719476736,3367254360064,HK,Asia,91,1093361234608128,2745263157,245
f01141947,reachable,0,1073741824,34359738368,103079215104,KR,Asia,91,68719476736,20000000,246
f0700999,unreachable,50000000,256,68719476736,3710851743744,CN,Asia,91,284155036303360,20000000,247
f015877,reachable,100000000000,256,34359738368,84902913507328,CN,Asia,91,86792699117568,919988425,248
f01231,reachable,0,256,34359738368,55842477587824640,US,North America,90,6330781794304000,44345,249
f070932,unreachable,0,256,34359738368,47038481825792,CN,Asia,90,19600684550717440,53475,250
f02421,reachable,100000000,256,34359738368,1889785610240,CN,Asia,90,5394478923776,236619718,251
f0126535,unreachable,,,,34359738368,HK,Asia,90,68719476736,20000000,252
f0228855,unreachable,50000000,256,34359738368,13743895347200,KR,Asia,90,17695265259520,46666666,253
f0114924,unreachable,0,268435456,34359738368,68719476736,CN,Asia,90,4293352388296704,0,254
f020940,unreachable,0,256,34359738368,30958124269568,CN,Asia,90,36524401885184,35813953,255
f0133957,unreachable,0,256,34359738368,3023656976384,DE,Europe,90,4272461667368960,0,256
f021479,unreachable,0,256,34359738368,34359738368,CN,Asia,89,11399392959397888,235840441,257
f01132686,unreachable,50000000,256,34359738368,515396075520,TW,Asia,89,21337397526528,20000000,258
f01251721,unreachable,50000000,256,34359738368,233268263780352,JP,Asia,89,71227737636864,20000000,259
f01077516,reachable,0,256,34359738368,325352362606592,CN,Asia,89,3023656976384,0,260
f08103,reachable,10000000,256,34359738368,927712935936,CN,Asia,89,18485539241984,3830306792,261
f082095,unreachable,0,256,34359738368,34359738368,CN,Asia,89,14065468138586112,12703209,262
f0116507,unreachable,0,2048,34359738368,412316860416,CN,Asia,89,515396075520,340000,263
f0110488,unreachable,50000000,256,34359738368,343597383680,CN,Asia,89,4535485464576,31875000,264
f02490,reachable,50000000000,256,134217728,755708085665792,CN,Asia,88,1378925020184576,529408971,265
f0675909,unreachable,50000000,256,34359738368,9380208574464,KR,Asia,88,13881334300672,20000000,266
f066804,reachable,,,,4982162063360,CN,Asia,88,240518168576,225476,267
f01315486,unreachable,50000000,256,34359738368,6150393167872,US,North America,88,12060268167168,20000000,268
f015927,reachable,10000000000,4294967296,34359738368,44976897523712,US,North America,88,35287451303936,59718979781,269
f055123,reachable,10000000000000,134217728,34359738368,37314675867648,KR,Asia,88,51711406243840,20000000,270
f020385,unreachable,0,8589934592,34359738368,34359738368,KR,Asia,88,1286394244759552,49092564376,271
f0723162,unreachable,50000000,256,34359738368,35012573396992,KR,Asia,88,4672924418048,20000000,272
f023462,unreachable,0,256,34359738368,36318243454976,CN,Asia,87,68719476736,84115,273
f023534,unreachable,0,256,34359738368,41369124995072,CN,Asia,87,343597383680,76588,274
f0723006,unreachable,50000000,256,34359738368,34806414966784,KR,Asia,87,8589934592000,20000000,275
f0757233,reachable,50000000,256,34359738368,18829136625664,ES,Europe,87,12953621364736,3135000000,276
f01175453,unreachable,50000000,256,34359738368,321091755048960,CN,Asia,87,206605106806784,20000000,277
f01167953,unreachable,50000000,256,34359738368,68719476736,CN,Asia,87,34359738368,500000000,278
f0414184,unreachable,10000000000000,256,34359738368,68719476736,ES,Europe,87,103079215104,10000000,279
f096540,unreachable,,,,4054449127424,US,North America,86,4604204941312,5112500000,280
f01126768,unreachable,0,209715200,34359738368,481036337152,KR,Asia,86,92633854640128,0,281
f015885,unreachable,50000000,256,34359738368,645688203411456,CN,Asia,86,5968286554521600,41250000,282
f01178915,unreachable,50000000,256,34359738368,17179869184000,KR,Asia,86,655034052247552,20000000,283
f07850,reachable,1000000000000000000,134217728,34359738368,170011985444864,HK,Asia,86,709322438868992,206657142896,284
f01412953,unreachable,50000000,256,34359738368,363491672195072,JP,Asia,86,65146063945728,20000000,285
